table_name,comments
R_SEIS_SUMMARY_TYPE,REFERENCE SEISMIC SUMMARY TYPE:  The reason why or kind of seismic summary that has been created
R_SEIS_STATUS_TYPE,STATUS TYPE:  The type of status of the seismic set.  Typical status might include ownership (trade
R_SEIS_STATUS,SEISMIC STATUS:  the status of the seismic set
R_SEIS_STATION_TYPE,SEISMIC STATION TYPE: seismic station type such as CDP
R_SEIS_SRC_MAKE,SEISMIC SOURCE INSTRUMENTS MAKE:  make and model of the equipment  used.
R_SEIS_SRC_ARRAY_TYPE,SOURCE ARRAY TYPE: linear
R_SEIS_SPECTRUM_TYPE,SPECTRUM:  Indicates additional types of measurements taken.  May be magnetic
R_SEIS_SET_COMPONENT_TYPE,SEISMIC SET COMPONENT TYPE: The type of component associated with a seismic set
R_SEIS_SEGMENT_REASON,REASON:  The reason the segment was created.  May be acquisition
R_SEIS_SAMPLE_TYPE,SAMPLE TYPE:  The type of sample that is captured in this product.  Usually either time or depth.
R_SEIS_REF_NUM_TYPE,REPORTED REFERENCE NUMBER TYPE:  The type of reference number associated with the seismic item that is being catalogued
R_SEIS_REF_DATUM,REFERENCE DATUM:  The datum to which depths have been corrected.  For marine recording
R_SEIS_RECORD_TYPE,RECORD TYPE:  the type of seismic record
R_SEIS_RCVR_TYPE,RECEIVER TYPE:  May be geophone
R_SEIS_RCVR_ARRY_TYPE,ARRAY TYPE:  the type of receiver array used
R_SEIS_RCRD_MAKE,SEISMIC RECORDING INSTRUMENTS MAKE:  make and model of the equipment  used.
R_SEIS_RCRD_FMT_TYPE,RECORDING  FORMAT TYPE:  May be analog
R_SEIS_PROC_STEP_TYPE,SEISMIC PROCESS STEP TYPE:the type of processing step completed
R_SEIS_PROC_STEP_NAME,SEISMIC PROCESS STEP NAME:  A list of valid values for seismic processing step names.
R_SEIS_PROC_STATUS,PROCESSING STATUS:  the status of processing
R_SEIS_PROC_SET_TYPE,PROCESSING SET TYPE:  the type of processing set
R_SEIS_PROC_PARM,SEISMIC PROCESSING PARAMETER TYPE NAME:  the type or name of the processing parameter applied at this step
R_SEIS_PROC_COMP_TYPE,PROCESSING COMPONENT TYPE:  The type of processing component
R_SEIS_PICK_METHOD,SEISMIC PICK METHOD: The method that was used to make the seismic picks
R_SEIS_PATCH_TYPE,PATCH TYPE:  The type of seismic patch that was used in recording
R_SEIS_PARM_ORIGIN,SEISMIC PARAMETER ORIGIN:
R_SEIS_LIC_VIOL_TYPE,REFERENCE VIOLATION TYPE:  The type of violation of a license that is being recorded.  Can be as simple as failure to submit necessary reports or something more difficult such as improper procedures.
R_SEIS_LIC_VIOL_RESOL,REFERENCE LICENSE VIOLATION RESOLUTION TYPE:  The type of resolution to a violation of a license term
R_SEIS_LIC_DUE_CONDITION,DUE CONDITION:  The state that must be achieved for the condition to become effective.  For example
R_SEIS_LIC_COND_CODE,SEISMIC LICENSE CONDITION CODE:  A validated set of codes for a condition type.
R_SEIS_LIC_COND,SEISMIC LICENSE CONDITION TYPE:  The type of condition that is applied to a seismic or geophysical license.  Could include stipulations about disposal
R_SEIS_INSP_COMPONENT_TYPE,SEISMIC INSPECTION COMPONENT TYPE: The type of component assocaited with a seismic inspection
R_SEIS_GROUP_TYPE,SEISMIC GROUP TYPE:  The type of group that is created.  Groups can be created to associate a survey with the 2D or 3D sets acquired with it
R_SEIS_FLOW_DESC_TYPE,SEISMIC POINT FLOW DESCRIPTION TYPE:  The type of remark made about a flowing seismic hole.  Typical examples include description of the flow
R_SEIS_ENERGY_TYPE,R SEISMIC ENERGY TYPE:  Describes the type of seismic energysource used
R_SEIS_DIMENSION,DIMENSION:  The dimension or geometry of the seismic data.  Mmay be  1D
R_SEIS_CHANNEL_TYPE,CHANNEL TYPE:  The type of channel that is used for recording the seismic data.  May be time break channel
R_SEIS_CABLE_MAKE,CABLE MAKE:  The name and model of the cable that was used in the streamer.
R_SEIS_BIN_OUTLINE_TYPE,BIN OUTLINE TYPE:  The type of outline described
R_SEIS_BIN_METHOD,BIN METHOD:  the method used to create seismic bins
R_SEIS_AUTHORIZE_TYPE,SEISMIC AUTHORIZATION TYPE:  The type of authorization that is granted.  Examples are:  all data
R_SEIS_AUTHORIZE_REASON,SEISMIC AUTHORIZATION REASON:  the reason why this authorization was granted
R_SEIS_AUTHORIZE_LIMIT,SEISMIC AUTHORIZE LIMITATION:  Limitation that is associated with the seismic authorization.  Typical examples would include - requires chief geophysicists signature
R_SEIS_ACTIVITY_TYPE,REFERENCE SEISMIC ACTIVITY:A Kind of activity related to seismic data.  Activites are qualified by the class of activity (R SEIS ACTIVITY CLASS)  they are engaged in
R_SEIS_ACTIVITY_CLASS,REFERENCE SEISMIC ACTIVITY CLASS:A class or group of activity types related to seismic data.  Examples include planning activities
R_SEIS_3D_TYPE,REFERENCE SEISMIC THREE DIMENSION TYPE:  The type of 3D that has been completed
R_SEISMIC_PATH,SEISMIC PATH: Whether the path measured is one way or two way.
R_SECTION_TYPE,REFERENCE SECTION TYPE: A reference table identifying valid types of section or equivalent blocks.  For example
R_SCREEN_LOCATION,REFERENCE SCREEN LOCATION:  Shakers typically contain three or more screens
R_SCALE_TRANSFORM,REFERENCE SCALE TRANSFORM TYPE: This reference table identifies the type of scaling transform. For example
R_SAMPLE_WATER_TYPE,REFERENCE SAMPLE WATER TYPE:  The type of water sample that is analysed
R_SAMPLE_TYPE,SAMPLE TYPE: The type of sample that is described.
R_SAMPLE_SHAPE,SAMPLE SHAPE:  The shape of the sample.
R_SAMPLE_LOCATION,REFERENCE SAMPLE LOCATION: A reference table describing the various locations that samples can be extracted from.  For example shaker
R_SAMPLE_DESC_TYPE,DESCRIPTION TYPE: the type of description for the lithologic sample.
R_SAMPLE_COLLECTION_TYPE,REFERENCE SAMPLE ANALYSIS COLLECTION TYPE:  The type of collection method used for gathering this sample
R_SAMPLE_ANAL_COMP_TYPE,SAMPLE ANALYSIS COMPONENT TYPE: The type of component assocaited with a sample analysis
R_SALINITY_TYPE,REFERENCE SALINITY TYPE: This reference tables identifies the type of water salinity measurement techniques used for well tests and sample analysis. For example chlorides or total dissolved solids.
R_ROYALTY_TYPE,R ROYALTY TYPE:  a  type of royalty
R_ROLL_ALONG_METHOD,ROLL ALONG METHOD:  for seismic data
R_ROCK_CLASS_SCHEME,REFERENCE ROCK CLASSIFICATION SCHEME:  The rock classification scheme  used to  name the rock type. For  example
R_ROAD_TRAFFIC_FLOW_TYPE,REFERENCE ROAD TRAFFIC FLOW TYPE:  The type of traffic flow for a road
R_ROAD_DRIVING_SIDE,ROAD DRIVING SIDE:  Indicates the side of the road that you drive on
SEIS_RECVR_MAKE,SEISMIC RECEIVER INSTRUMENTS MAKE:  make and model of the equipment  used.
SEIS_RECORD,SEISMIC RECORD:  this table is used to capture details about seismic records.  It is not strictly necessary for an actual record to exist on a tape to use this table
SEIS_PROC_STEP_COMPONENT,SEISMIC PROCESING STEP COMPONENT:  This table allows inputs and outputs from a processing flow to be associated with individual processing steps
SEIS_PROC_STEP,SEISMIC PROCESSING STEP:  A step in the processing of seismic trace  data.  Steps may be generic (such as demultiplexing)
SEIS_PROC_SET,SEISMIC PROCESSING SET:  a set of data that is processed as a single unit.
SEIS_PROC_PLAN_STEP,SEISMIC PROCESSING PLAN STEP:  This table lists the processing steps that are proposed for a processing plan and the order in which they should be applied.
SEIS_PROC_PLAN_PARM,SEISMIC PROCESSING PLAN PARAMETERS:  This table provides detail about the proposed processing plan to the level to parameter settings that are to be applied.
SEIS_PROC_PLAN,SEISMIC PROCESSING PLAN:  this table is used to capture the intended processing flow
SEIS_PROC_PARM,SEISMIC PROCESSING PARAMETER:  this table lists the processing parameters applied at each step of a processing flow.  The vertical nature of this table allows most types of parameters to be captured.
SEIS_PROC_COMPONENT,SEISMIC PROCESSING COMPONENT:  this table keeps track of all the inputs to and outputs from the processing process.
SEIS_POINT_VERSION,SEISMIC POINT VERSION:  alternate location information for a surface or subsurface point associated with a seismic  segment.  May be a shot
SEIS_POINT_SUMMARY,SEISMIC POINT SUMMARY:  Tracks summary information about sections of seismic sets
SEIS_POINT_FLOW_DESC,SEISMIC POINT FLOW DESCRIPTION:  descriptive details about a flowing hole.
SEIS_POINT_FLOW,SEISMIC POINT FLOW:  Identifies a point that has begun to flow from a sub surface aquifer.  These positions require environmetal remediation.
SEIS_POINT,SEISMIC POINT:  a surface or subsurface point associated with a seismi  c  segment.  May be a shot
SEIS_PICK,SEISMIC PICK:  an interpreted value
SEIS_PATCH_DESC,SEISMIC PATCH DESCRIPTION:  Details about the patch design used
SEIS_PATCH,SEISMIC PATCH:  This table is used to capture generalized recording patch designs.  Details about the patch design are contained in the table SEIS_PATCH_DESC or as a digital file that is stored in the RM module.
R_RIG_DESANDER_TYPE,DESANDER TYPE:A hydrocyclone device that removes large drill solids from the whole mud system. The desander should be located downstream of the shale shakers and degassers
R_RIG_CODE,REFERENCE RIG CODE: This reference table defines the unique codes assigned to each rig or installation. For example
R_RIG_CLASS,REFERENCE RIG CLASS:  Indicates the class of rig
R_RIG_CATEGORY,REFERENCE RIG CATEGORY:  The category of the rig
R_RIG_BLOWOUT_PREVENTER,BLOWOUT PREVENTOR TYPE:  A large valve at the top of a well that may be closed if the drilling crew loses control of formation fluids. By closing this valve (usually operated remotely via hydraulic actuators)
R_REVISION_METHOD,REVISOIN METHOD TYPE:  The method used to calculate the revised volumes
R_RETENTION_PERIOD,REFERENCE RETENTION PERIOD:  The length of time records or materials should be kept in a certain location or form for administrative
R_REST_TYPE,REFERENCE LAND RESTRICTION TYPE:  whether the restriction is on the  surface
R_REST_REMARK,LAND RESTRICTION REMARK:  Remrks  about a land restriction that have been coded can be entered using this reference table.  This allows regulatory agencies to list which remarks are relevant to the restriction.
R_REST_DURATION,REFERENCE RESTRICTION DURATION TYPE: whether the restriction is  active for durations that are seasonal
R_REST_ACTIVITY,REFERENCE RESTRICTED ACTIVITY:  The activity that is restricted
R_RESENT_XREF_TYPE,RESERVE ENTITY CROSS REFERENCE TYPE:  The type of relationships that exists between two reserve entities.  Examples are contains
R_RESENT_VOL_METHOD,RESERVE ENTITY VOLUME METHOD:  The method used by the analyst to establish reserve volumes
R_RESENT_USE_TYPE,RESERVE ENTITY USE TYPE:  Differentiates between  reserve classes where the client expects to enter data
R_RESENT_REV_CAT,REVISION CATEGORY TYPE: The types of revision categories which have been defined.  Used for grouping revision reasons into more generalized categories such as ADDITIONS and REVISIONS
R_RESENT_GROUP_TYPE,RESERVE ENTITY GROUPING CRITERIA TYPE:  the criteria used to group reserve entities
R_RESENT_CONFIDENCE,RESERVE ENTITY CONFIDENCE TYPE: The level of confidence associated with this reserve class
R_RESENT_COMP_TYPE,RESERVE ENTITY COMPONENT TYPE: The type of component associated with a reserve entity
R_REP_HIER_ALIAS_TYPE,REFERENCE REPORTING HIERARCHY ALIAS TYPE:  This reference table describes the type of alias. For example a well may be assigned a government alias
R_REPORT_HIER_TYPE,HIERARCHY TYPE: The type of hierarchy that has been created.
R_REPORT_HIER_LEVEL,HIERARCHY LEVEL TYPE:  The type of level that has been defined in the hierarchy
R_REPORT_HIER_COMP,HIERARCHY COMPONENT TYPE: The type of business object that has been associated with a level in the hierarchy.  Could be field
R_REPEAT_STRAT_TYPE,REFERENCE REPEAT STRATIGRAPHY TYPE:  The reason the stratigraphic unit  was picked twice in the same interpretation.  Usually occurs because  of horizontal or deviated drilling techniques or as a result of  faulting or folding.
R_REMARK_USE_TYPE,REFERENCE REMARK USE TYPE:  Indicates the type of use that a remark should be put to
R_REMARK_TYPE,REFERENCE REMARK TYPE: A reference table describing remark types. This is an open reference table commonly used to group remarks. For example drilling
R_RECORDER_TYPE,REFERENCE TEST RECORDER TYPE:  This reference table describes various types or recorders or pressure gauges.  For example bourbon tube
R_CREATOR_TYPE,REFERENCE CREATOR TYPE:  The type of creatorship of a document
R_COUPLING_TYPE,REFERENCE COUPLING TYPE:  A short length of pipe used to connect two joints of casing. A casing coupling has internal threads (female threadform) machined to match the external threads (male threadform) of the long joints of casing. The two joints of casing are threaded into opposite ends of the casing coupling.  Synonyms: casing collar  (Schlumberger Oilfield Glossary)
R_CORRECTION_METHOD,CORRECTION METHOD:  the correction method used to repair damage done to a physical item.
R_CORE_TYPE,REFERENCE CORE TYPE: A reference table which defines the type of core procedure used during the coring operation. For example
R_CORE_SOLVENT,REFERENCE CORE SOLVENT: This reference table describes the solvent used for removing residual fluids from the core. For example
